OPPONENT,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
Milwaukee Bucks,22500437,1610612741,Chicago,Bulls,CHI,bulls,122:30,23,49,0.469,9,19,0.474,8,11,0.727,6,17,23,15,2,1,14,10,63,Starters,525.5,105.1,583.3,116.7,-57.8,-11.6,0.718,1.87,19.2,0.373,0.725,0.536,15.306,15.3,0.489,0.515,1.0,0.958,19.4,97.0,80.83,98.0,0.45,22025,1610612741,CHI,Chicago Bulls,0022500437,2025-12-27,CHI vs. MIL,L,239,103,39,93,0.419,13,38,0.342,12,16,0.75,16,36,52,28,5,2,15,18,-9.0
Minnesota Timberwolves,22500452,1610612741,Chicago,Bulls,CHI,bulls,98:29,18,45,0.4,7,20,0.35,8,8,1.0,3,14,17,9,0,1,7,5,51,Starters,490.3,98.1,653.8,130.8,-163.6,-32.7,0.658,1.47,17.6,0.273,0.787,0.51,16.505,16.5,0.478,0.509,1.0,0.991,20.7,103.5,86.25,103.0,0.333,22025,1610612741,CHI,Chicago Bulls,0022500452,2025-12-29,CHI vs. MIN,L,242,101,38,93,0.409,13,38,0.342,12,14,0.857,10,32,42,25,3,7,16,17,-35.0
New Orleans Pelicans,22500466,1610612741,Chicago,Bulls,CHI,bulls,149:33,35,58,0.603,8,24,0.333,16,23,0.696,5,30,35,22,3,4,4,13,94,Starters,638.1,127.6,556.6,111.3,81.5,16.3,0.702,3.67,22.0,0.25,0.733,0.519,8.571,8.6,0.592,0.626,1.0,0.983,21.1,105.5,87.92,105.0,0.591,22025,1610612741,CHI,Chicago Bulls,0022500466,2025-12-31,CHI vs. NOP,W,240,134,47,92,0.511,15,43,0.349,25,34,0.735,8,41,49,33,5,7,7,18,16.0
Orlando Magic,22500480,1610612741,Chicago,Bulls,CHI,bulls,150:41,23,50,0.46,4,22,0.182,14,15,0.933,7,25,32,19,5,3,6,10,64,Starters,611.1,122.2,570.0,114.0,41.1,8.2,0.689,2.38,21.8,0.289,0.813,0.559,13.131,13.1,0.578,0.615,1.0,0.991,19.9,99.5,82.92,99.0,0.552,22025,1610612741,CHI,Chicago Bulls,0022500480,2026-01-02,CHI vs. ORL,W,241,121,45,90,0.5,14,41,0.341,17,19,0.895,9,38,47,31,6,5,12,15,7.0
Charlotte Hornets,22500489,1610612741,Chicago,Bulls,CHI,bulls,138:27,26,51,0.51,6,19,0.316,8,12,0.667,5,19,24,21,2,4,8,7,66,Starters,500.0,100.0,560.0,112.0,-60.0,-12.0,0.821,2.91,22.9,0.17,0.704,0.439,11.111,11.1,0.511,0.531,1.0,0.972,19.9,99.5,82.92,99.0,0.487,22025,1610612741,CHI,Chicago Bulls,0022500489,2026-01-03,CHI vs. CHA,L,240,99,39,87,0.448,11,41,0.268,10,14,0.714,6,37,43,32,9,5,11,16,-13.0
Boston Celtics,22500503,1610612741,Chicago,Bulls,CHI,bulls,135:12,24,49,0.49,7,21,0.333,9,10,0.9,4,25,29,14,1,3,7,5,64,Starters,537.2,107.4,605.3,121.1,-68.0,-13.6,0.658,1.92,19.4,0.204,0.619,0.438,13.83,13.8,0.535,0.559,1.0,0.971,18.9,94.5,78.75,94.0,0.475,22025,1610612741,CHI,Chicago Bulls,0022500503,2026-01-05,CHI @ BOS,L,240,101,38,86,0.442,16,46,0.348,9,10,0.9,6,39,45,25,2,4,11,13,-14.0
Detroit Pistons,22500517,1610612741,Chicago,Bulls,CHI,bulls,150:27,22,59,0.373,6,22,0.273,6,7,0.857,11,22,33,21,3,6,9,4,56,Starters,511.0,102.2,593.4,118.7,-82.4,-16.5,0.73,1.59,19.7,0.365,0.667,0.51,18.681,18.7,0.5,0.511,1.0,0.982,18.2,91.0,75.83,91.0,0.404,22025,1610612741,CHI,Chicago Bulls,0022500517,2026-01-07,CHI @ DET,L,240,93,37,87,0.425,13,34,0.382,6,9,0.667,15,30,45,27,5,8,17,15,-15.0
Dallas Mavericks,22500546,1610612741,Chicago,Bulls,CHI,bulls,139:49,33,59,0.559,8,28,0.286,4,4,1.0,5,24,29,15,2,5,7,12,78,Starters,589.6,117.9,509.5,101.9,80.1,16.0,0.62,1.94,20.8,0.255,0.786,0.544,15.094,15.1,0.593,0.611,1.0,0.966,21.1,105.5,87.92,106.0,0.589,22025,1610612741,CHI,Chicago Bulls,0022500546,2026-01-10,CHI vs. DAL,W,241,125,50,97,0.515,15,46,0.326,10,12,0.833,11,41,52,31,10,7,14,20,18.0
Houston Rockets,22500565,1610612741,Chicago,Bulls,CHI,bulls,161:56,33,67,0.493,9,25,0.36,15,19,0.789,10,18,28,16,2,2,5,15,90,Starters,588.5,117.7,626.3,125.3,-37.8,-7.6,0.585,3.43,17.5,0.304,0.617,0.447,7.292,7.3,0.5,0.543,1.0,0.991,19.1,95.5,79.58,96.0,0.446,22025,1610612741,CHI,Chicago Bulls,0022500565,2026-01-13,CHI @ HOU,L,241,113,41,94,0.436,12,37,0.324,19,23,0.826,14,26,40,24,5,3,7,19,-6.0
Utah Jazz,22500573,1610612741,Chicago,Bulls,CHI,bulls,139:28,27,54,0.5,5,20,0.25,8,10,0.8,6,12,18,25,4,3,8,10,67,Starters,633.7,126.7,611.7,122.3,22.0,4.4,0.766,2.77,23.7,0.333,0.78,0.539,12.871,12.9,0.603,0.632,1.0,0.983,20.4,102.0,85.0,101.0,0.518,22025,1610612741,CHI,Chicago Bulls,0022500573,2026-01-14,CHI vs. UTA,W,240,128,47,92,0.511,17,43,0.395,17,21,0.81,13,30,43,36,10,5,13,19,2.0
